"","darkness","anger","emotional_bonds","age_started","midichlorian","dojo_id","murders"
"491",5.7,11.5,12.7,3,1282,"dojo_22",1
"492",7.2,15,11.2,3,1608,"dojo_22",2
"493",8.5,17.1,15.2,3,1030,"dojo_22",2
"494",8,19.2,8.4,3,1116,"dojo_22",2
"495",5.6,11.2,14.3,3,1148,"dojo_22",1
"496",8.4,14.6,11.6,3,1194,"dojo_22",2
"497",5,13.4,12.1,3,1177,"dojo_22",1
"498",5.1,11.1,7.5,3,1222,"dojo_22",2
"499",6.4,10,18.4,3,1284,"dojo_22",1
"500",5.3,11.3,12.4,3,1037,"dojo_22",1
"501",5.2,9.6,8.9,3,1270,"dojo_22",1
"502",6,11,9.8,3,1275,"dojo_22",1
"503",4.9,12,6.8,3,866,"dojo_22",1
"504",6.1,16.6,11.7,3,678,"dojo_22",2
"505",6.7,13.8,15.2,3,1148,"dojo_22",1
"506",5.1,10.3,18.2,3,1142,"dojo_22",0
"507",5.4,10,13,3,662,"dojo_22",0
"508",5.4,12.6,6.8,3,998,"dojo_22",2
"509",6.3,12.2,14.8,3,1154,"dojo_22",1
"510",5.9,13.9,15,3,1076,"dojo_22",1
"511",4.7,8.7,12.9,3,1081,"dojo_22",0
"512",9.3,15.6,12.5,3,1187,"dojo_22",2
"513",2.6,8,17,3,1070,"dojo_22",0
"514",3.8,7.6,10.5,3,1250,"dojo_22",0
"515",4.6,10.1,6.9,3,1170,"dojo_22",1
"516",8.2,15.3,15.2,3,1402,"dojo_22",2
"517",6.1,15.1,12.4,3,1179,"dojo_22",1
"518",5,13,12.1,3,1109,"dojo_22",1
"519",4.7,10.5,12.3,3,719,"dojo_22",0
"520",4.3,11.6,7.1,4,1065,"dojo_23",1
"521",4.5,11,8,4,1390,"dojo_23",1
"522",7.5,14.7,13.7,4,1213,"dojo_23",1
"523",5.6,11.6,15.5,4,1069,"dojo_23",1
"524",3.2,12,12.7,4,1390,"dojo_23",0
"525",6.1,14,14.4,4,1439,"dojo_23",1
"526",4.9,10.2,11.8,4,1120,"dojo_23",1
"527",6.2,9.9,14,4,939,"dojo_23",1
"528",5.7,14.3,15.4,4,1062,"dojo_23",2
"529",2.3,7.6,14.2,4,1200,"dojo_23",1
"530",2.8,8.8,9.5,4,1431,"dojo_23",0
"531",7.4,19.2,5.2,4,1002,"dojo_23",2
"532",5.1,9.9,17.6,4,994,"dojo_23",0
"533",5.7,11.3,9.4,4,1639,"dojo_23",1
"534",9.4,19.8,12.3,4,1267,"dojo_23",2
"535",7.8,15.6,16.9,4,918,"dojo_23",2
"536",0.9,5.1,12.4,4,1163,"dojo_23",0
"537",5.2,13.5,12,4,959,"dojo_23",1
"538",5.8,11.3,16.6,4,1217,"dojo_23",1
"539",6.2,11.4,11.9,4,791,"dojo_23",1
"540",7.5,17.6,14.9,4,1487,"dojo_23",2
"541",5.3,12.5,13,4,1166,"dojo_23",1
"542",7.1,14.3,14.6,4,997,"dojo_23",1
"543",1.5,8,11.8,4,1345,"dojo_23",0
"544",1.9,6.1,10.4,4,1266,"dojo_23",0
"545",5.2,13,8.8,4,1390,"dojo_23",1
"546",4.7,12.1,7.1,4,1104,"dojo_23",1
"547",5.2,8.6,13.4,4,954,"dojo_23",0
"548",5.7,14.9,11,4,978,"dojo_23",1
"549",6.3,12.1,14.3,4,913,"dojo_23",1
"550",2.2,9.9,11.9,4,1405,"dojo_23",0
"551",5,14.4,6.8,4,1393,"dojo_23",2
"552",3,11.3,9.7,4,1425,"dojo_23",1
"553",8.7,15.5,15,4,1202,"dojo_23",2
"554",6,14.1,13.1,4,1166,"dojo_23",1
"555",5.2,12.1,8.9,2,1007,"dojo_24",1
"556",5.4,14.1,15.1,2,990,"dojo_24",1
"557",6.2,16.3,15,2,1152,"dojo_24",2
"558",8.1,12.4,9.5,2,1368,"dojo_24",2
"559",5.9,11.8,11.2,2,1110,"dojo_24",1
"560",7.1,8.9,10,2,1240,"dojo_24",1
"561",4.8,12,9.1,2,1014,"dojo_24",1
"562",4.9,12.7,14.5,2,1050,"dojo_24",1
"563",6.5,15,12.3,2,1036,"dojo_24",1
"564",11.3,17.7,14.2,2,1568,"dojo_24",3
"565",3.7,5,16.8,2,1364,"dojo_24",0
"566",5.5,10.5,11.5,2,1311,"dojo_24",1
"567",3.4,9.5,10.5,2,1107,"dojo_24",0
"568",7.5,11.2,11.1,2,1240,"dojo_24",1
"569",6.1,16.7,14.6,2,1224,"dojo_24",1
"570",5.1,7.8,8.7,2,1422,"dojo_24",1
"571",8.1,13,16.4,2,1340,"dojo_24",1
"572",2.6,15.7,10.4,5,1313,"dojo_25",2
"573",5.6,11.6,11.6,5,1436,"dojo_25",1
"574",5.6,14.6,8.6,5,1217,"dojo_25",2
"575",7.2,11.9,14.8,5,1585,"dojo_25",2
"576",7,10.2,16,5,1121,"dojo_25",1
"577",0.9,7.1,11.5,5,1472,"dojo_25",0
"578",4.9,16,12.6,5,1264,"dojo_25",1
"579",3.1,12.2,10.1,5,1079,"dojo_25",0
"580",1.4,11.3,7.9,5,1152,"dojo_25",0
"581",0.7,12,7.6,5,1080,"dojo_25",0
"582",5.2,14.1,12.4,5,864,"dojo_25",1
"583",5.6,13.7,12.2,5,1395,"dojo_25",1
"584",2.5,11,7.7,5,1393,"dojo_25",0
"585",0.7,7.8,8.8,5,1036,"dojo_25",0
"586",0,8.8,10.2,5,1304,"dojo_25",1
"587",6.3,16.2,11.4,5,986,"dojo_25",1
"588",1.1,10,12.3,5,1082,"dojo_25",0
"589",2.1,7.3,10.6,5,1145,"dojo_25",0
"590",3.5,7.9,17,5,1576,"dojo_25",0
"591",4.5,5.9,12.3,5,900,"dojo_25",1
"592",4.2,11.4,8.2,5,1162,"dojo_25",1
"593",4.9,7.8,15.3,5,1391,"dojo_25",1
"594",7.3,6.7,21.4,5,1303,"dojo_25",2
"595",0,12.4,4.3,5,1205,"dojo_25",0
"596",1.2,10.7,9.8,5,890,"dojo_25",1
"597",7.2,13.8,16.7,5,1339,"dojo_25",1
"598",10.9,12.3,18.2,5,930,"dojo_25",3
"599",8.2,15.9,16.9,5,1260,"dojo_25",2
"600",4.2,13.3,10.7,5,1228,"dojo_25",1
"601",4,8.4,11.3,2,1187,"dojo_26",0
"602",5.7,14.8,9,2,1276,"dojo_26",1
"603",5.5,12.2,8.3,2,1327,"dojo_26",1
"604",1.1,5.7,12.6,2,1047,"dojo_26",0
"605",6.8,13.8,14.2,2,1387,"dojo_26",1
"606",3.7,11.3,8.8,2,1235,"dojo_26",0
"607",5.8,10.6,6,2,1387,"dojo_26",1
"608",4.2,11.4,11.8,2,1195,"dojo_26",1
"609",5.3,11.2,9.1,2,1287,"dojo_26",2
"610",4.9,10.5,12.7,2,1230,"dojo_26",1
"611",3.3,12,8.1,2,1279,"dojo_26",0
"612",5.5,13.1,10.4,2,1012,"dojo_26",1
"613",4.9,7.6,16.6,2,1678,"dojo_26",1
"614",6.3,10.1,12.8,2,1400,"dojo_26",1
"615",5.7,10.2,18.9,2,1155,"dojo_26",1
"616",8.8,14.7,15.5,2,1435,"dojo_26",2
"617",6.7,14.9,14.8,2,1317,"dojo_26",2
"618",5.6,10.8,14.6,2,1107,"dojo_26",1
"619",6.2,16.7,11.5,2,1381,"dojo_26",1
"620",3.8,13.9,13.2,2,1141,"dojo_26",0
"621",5.2,16.8,11.8,2,1179,"dojo_26",1
"622",4.7,14.1,7.6,2,1006,"dojo_26",1
"623",4.7,13.4,12.2,2,1150,"dojo_26",1
"624",3.1,8,9.3,2,1218,"dojo_26",0
"625",4.8,15,9,2,821,"dojo_26",1
"626",6.4,13.3,11.6,2,1585,"dojo_26",1
"627",5.8,12.8,13.6,2,1391,"dojo_26",1
"628",3.5,14.8,11.8,2,1247,"dojo_26",1
"629",7,11.2,10.8,2,1676,"dojo_26",1
"630",3.2,14.6,14,2,783,"dojo_26",0
"631",3.6,10.1,12.8,9,1457,"dojo_27",1
"632",6.7,11.3,9.2,9,868,"dojo_27",1
"633",5.2,8.8,7.5,9,946,"dojo_27",1
"634",2.8,3.7,9.4,9,1080,"dojo_27",0
"635",6.2,14.2,10.2,9,943,"dojo_27",1
"636",7.2,10.6,12.8,9,1093,"dojo_27",1
"637",2,6.6,12.5,9,1204,"dojo_27",1
"638",3.9,14.5,14.7,9,1495,"dojo_27",1
"639",3.5,8.8,13.6,9,1344,"dojo_27",1
"640",7.9,14.7,17.9,9,1131,"dojo_27",2
"641",0,10.8,9.1,9,1509,"dojo_27",0
"642",6.9,15.4,9.2,9,1283,"dojo_27",3
"643",3.6,7.8,9.7,9,1088,"dojo_27",0
"644",4,11.1,8,9,1246,"dojo_27",1
"645",0.8,6.2,8.3,9,1345,"dojo_27",0
"646",2.8,8,13.2,9,1319,"dojo_27",0
"647",4.7,15.8,8.4,9,1100,"dojo_27",1
"648",3.8,7.9,11.4,9,1231,"dojo_27",0
"649",0,5.9,14.2,9,1426,"dojo_27",0
"650",1.4,10.2,8.5,9,1421,"dojo_27",0
"651",5.3,8.2,15.7,9,955,"dojo_27",2
"652",9.8,16.5,15.5,9,1003,"dojo_27",2
"653",8.3,14.8,9.7,9,961,"dojo_27",2
"654",5,11.9,14.1,9,1173,"dojo_27",1
"655",5.1,15.9,13.9,9,1335,"dojo_27",1
"656",4.6,8.6,12.9,9,1262,"dojo_27",1
"657",7.4,12,11.2,9,905,"dojo_27",1
"658",5.1,10.8,10.3,9,1030,"dojo_27",1
"659",4.3,11,12.6,9,1299,"dojo_27",1
"660",2.2,12.3,12.3,9,1274,"dojo_27",0
"661",3.9,11.1,12.9,9,1414,"dojo_27",1
"662",6.1,15.8,9.4,9,1178,"dojo_27",1
"663",3.5,12.5,14.3,9,1415,"dojo_27",1
"664",3.6,10.1,10.2,9,1103,"dojo_27",1
"665",2,5.5,7.8,6,1205,"dojo_28",0
"666",4.6,7.9,11.9,6,1022,"dojo_28",1
"667",6.4,11,13.9,6,948,"dojo_28",2
"668",3.6,10.9,17.2,6,1187,"dojo_28",0
"669",6,18.5,11.4,6,1649,"dojo_28",3
"670",6.2,13.1,9.9,6,1189,"dojo_28",2
"671",6.5,14.2,14.1,6,1281,"dojo_28",1
"672",6.4,15.1,14.2,6,945,"dojo_28",1
"673",3.3,7,9.4,6,1388,"dojo_28",0
"674",6.5,15,11.9,6,1087,"dojo_28",1
"675",5.4,11.6,14.5,6,1347,"dojo_28",1
"676",4.5,11.5,15.9,6,1168,"dojo_28",1
"677",5.1,7.8,8.1,6,1349,"dojo_28",2
"678",9.8,19.1,16.1,6,1013,"dojo_28",2
"679",5.2,10.2,14.1,6,1105,"dojo_28",2
"680",2.8,8.5,14.9,6,883,"dojo_28",0
"681",3.9,11.3,13.4,6,1137,"dojo_28",0
"682",5.1,12.2,17.2,6,1348,"dojo_28",2
"683",5.3,10.9,12.2,6,1239,"dojo_28",1
"684",6.3,13.3,13.5,6,957,"dojo_28",1
"685",5.8,14.4,10.4,6,1169,"dojo_28",1
"686",5.4,15.3,11.2,6,1274,"dojo_28",1
"687",5.8,12.4,9.1,6,1288,"dojo_28",1
"688",8.8,17.2,10.5,6,1429,"dojo_28",2
"689",6.2,11.8,9.9,6,1214,"dojo_28",1
"690",4.9,12.4,9.6,6,1088,"dojo_28",1
"691",7,17.8,5.6,6,1187,"dojo_28",2
"692",4.6,10.8,11.9,6,1299,"dojo_28",1
"693",4,8.8,14.9,6,1036,"dojo_28",0
"694",5.3,12.7,12.4,6,1112,"dojo_28",1
"695",7.1,14.7,11.8,6,1145,"dojo_28",3
"696",7.7,18.6,8.6,8,1056,"dojo_29",3
"697",4,12.2,9.3,8,1300,"dojo_29",1
"698",7,13.4,14.8,8,1192,"dojo_29",1
"699",8.1,15.4,17.6,8,1163,"dojo_29",3
"700",6.4,15.4,10.4,8,1259,"dojo_29",1
"701",5.3,14.4,13.6,8,1052,"dojo_29",1
"702",4,11,10.9,8,1440,"dojo_29",1
"703",5.5,8.3,13.6,8,1466,"dojo_29",1
"704",8.2,12.5,18.4,8,1273,"dojo_29",2
"705",5.2,9.7,12.2,8,1562,"dojo_29",2
"706",4.9,14.2,7.8,8,968,"dojo_29",1
"707",6.6,16.2,13.3,8,1075,"dojo_29",1
"708",6.4,15.9,11.3,8,1401,"dojo_29",1
"709",1.8,11,10.5,8,1031,"dojo_29",0
"710",7.7,14.4,16.3,8,1276,"dojo_29",2
"711",4.4,12.4,6.7,8,1187,"dojo_29",1
"712",7.8,13.4,13.3,8,1413,"dojo_29",3
"713",3.8,10.3,15.2,8,1418,"dojo_29",2
"714",10.7,18.1,16.6,8,1328,"dojo_29",3
"715",5.4,14.1,13.5,8,1040,"dojo_29",1
"716",7,15.6,16.2,8,1300,"dojo_29",1
"717",7,9.8,13.7,8,1328,"dojo_29",2
"718",6.2,14,14.9,8,1258,"dojo_29",1
"719",4,11.6,12.4,8,1448,"dojo_29",1
"720",7,14.1,10.4,8,1319,"dojo_29",2
"721",3.7,16.4,6.2,8,1022,"dojo_29",1
"722",5.2,11.6,9.1,8,978,"dojo_29",1
"723",4.4,14.9,13.4,8,792,"dojo_29",1
"724",5.8,11.4,10.9,8,1003,"dojo_29",1
"725",4.4,8.8,11.9,8,1108,"dojo_29",1
"726",1.8,5.9,13.8,8,1441,"dojo_29",0
"727",6.1,11.9,10.5,8,1052,"dojo_29",2
"728",4.4,9.2,13.1,8,1310,"dojo_29",1
"729",5.1,15.2,13.2,8,1251,"dojo_29",1
"730",6.9,12.6,10.2,5,746,"dojo_30",1
"731",5.4,10.4,13.1,5,1089,"dojo_30",1
"732",3.5,11.9,12.8,5,1421,"dojo_30",1
"733",3.3,12.4,12.2,5,1563,"dojo_30",1
"734",4.4,11.6,10,5,1105,"dojo_30",1
"735",6.9,18.3,18.3,5,1166,"dojo_30",1
"736",3.6,12.6,9.3,5,1512,"dojo_30",1
"737",5.1,14.5,7.3,5,1580,"dojo_30",1
"738",6.2,8.4,13.4,5,817,"dojo_30",2
"739",3.4,12,4,5,1155,"dojo_30",1
"740",4.6,12.9,13.4,5,1158,"dojo_30",1
"741",4.4,8,14.9,5,1026,"dojo_30",0
"742",1.8,7,12.5,5,1257,"dojo_30",0
"743",2.2,8.3,12.2,5,1481,"dojo_30",1
"744",4,12.4,10.7,5,1196,"dojo_30",1
"745",4.2,16.3,5.6,5,1224,"dojo_30",1
"746",0.5,9.9,11.1,5,1330,"dojo_30",0
"747",3.1,13.2,10.5,5,1435,"dojo_30",1
"748",5.4,16.8,11.2,5,1291,"dojo_30",1
"749",1.8,9.8,14.5,5,1269,"dojo_30",1
"750",2.8,10.3,15.2,5,1286,"dojo_30",0
"751",3.6,12.7,12.2,5,1364,"dojo_30",3
"752",3.6,10.5,14.5,5,940,"dojo_30",0
"753",1.7,8.1,14.2,5,1241,"dojo_30",0
"754",4,12.3,8.3,5,1207,"dojo_30",1
"755",2.6,7.2,12.7,5,947,"dojo_30",0
"756",2.9,13.9,10,5,1330,"dojo_30",2
"757",5.9,19.4,9.3,5,1188,"dojo_30",1
"758",6.6,15.2,17.4,5,1089,"dojo_30",1
"759",5.7,12.9,8.3,6,1424,"dojo_31",1
"760",7,15.9,12.7,6,1022,"dojo_31",1
"761",1.4,7.5,9.5,6,1077,"dojo_31",2
"762",6.8,12.4,14.5,6,1148,"dojo_31",1
"763",7.7,17.6,11,6,1566,"dojo_31",2
"764",5.9,13.3,11,6,1097,"dojo_31",1
"765",5.9,11.8,15.7,6,969,"dojo_31",1
"766",3.9,14.9,5.4,6,1439,"dojo_31",1
"767",6.9,14.2,13.5,6,1183,"dojo_31",1
"768",9.4,16.8,15.8,6,1369,"dojo_31",3
"769",7,14.9,16.4,6,1224,"dojo_31",1
"770",5.9,12.9,14.4,6,1236,"dojo_31",1
"771",3.2,11,11.1,6,1675,"dojo_31",1
"772",6.8,14.4,12.3,6,1322,"dojo_31",1
"773",3.4,9.4,12.3,6,1327,"dojo_31",0
"774",6.9,12.5,12.6,6,1290,"dojo_31",2
"775",6.1,10.9,16.7,6,1433,"dojo_31",1
"776",3.1,5,11.6,6,1424,"dojo_31",1
"777",4.5,12.6,10.8,6,1374,"dojo_31",2
"778",5.6,11.1,16.7,0,1026,"dojo_32",1
"779",7.3,12.7,16.6,0,1064,"dojo_32",1
"780",6.1,14.6,17.4,0,1208,"dojo_32",1
"781",4,13.3,14.3,0,1268,"dojo_32",0
"782",6.4,7.8,17.9,0,909,"dojo_32",0
"783",7.1,12.2,10.9,0,1017,"dojo_32",1
"784",5.9,13.9,9.7,0,1306,"dojo_32",1
"785",7.6,13.7,10.5,0,905,"dojo_32",1
"786",6.9,9.5,14.6,0,976,"dojo_32",3
"787",3.1,14.2,11.8,0,1496,"dojo_32",1
"788",2.7,11.9,10.3,0,1540,"dojo_32",0
"789",3.5,11.5,5.3,0,1618,"dojo_32",1
"790",7.1,12.7,8.9,0,1009,"dojo_32",1
"791",3.4,9.7,6.3,0,1385,"dojo_32",0
"792",3.6,9.3,13.6,0,1103,"dojo_32",0
"793",8.2,15.4,11.8,0,1050,"dojo_32",1
"794",5.4,14.7,14.3,0,1273,"dojo_32",1
"795",8.5,17.2,15.5,0,991,"dojo_32",4
"796",4.8,12.6,14.1,0,1356,"dojo_32",1
"797",6.3,11.8,10.8,0,1009,"dojo_32",1
"798",4.7,12.5,12.1,0,1407,"dojo_32",1
"799",3.1,11.2,20,0,1406,"dojo_32",0
"800",5.7,11.9,14,0,1101,"dojo_32",1
"801",8.1,13.5,13.4,0,896,"dojo_32",2
"802",4.4,10.1,14.3,0,874,"dojo_32",0
"803",4.5,11.1,9.3,0,1179,"dojo_32",0
"804",3.6,11.8,10.3,0,1459,"dojo_32",1
"805",3,10.6,11,0,1287,"dojo_32",0
"806",5.1,10.1,9.2,0,1190,"dojo_32",1
"807",6.6,11.9,13.8,0,1198,"dojo_32",1
"808",6.9,13.6,4.6,0,1193,"dojo_32",1
"809",4.1,14.3,10.1,0,1542,"dojo_32",2
"810",3.1,3.5,12.9,0,1144,"dojo_32",0
"811",5.2,14.6,8,0,1279,"dojo_32",1
"812",6.4,11.2,11.3,0,1028,"dojo_32",1
"813",6.9,14.9,10.8,0,1378,"dojo_32",2
"814",4.9,9.9,15.4,0,1290,"dojo_32",1
"815",4.1,8.8,14.6,0,1375,"dojo_32",0
"816",5.2,14.3,7.1,7,1319,"dojo_33",1
"817",0,6.2,19.1,7,1399,"dojo_33",0
"818",2.5,12.5,13.1,7,1165,"dojo_33",1
"819",5.9,13,12.2,7,996,"dojo_33",2
"820",4.8,12.5,10.1,7,1212,"dojo_33",1
"821",8.8,14,18.2,7,779,"dojo_33",1
"822",5.9,14.8,13.4,7,1233,"dojo_33",2
"823",1.2,9,11.4,7,1279,"dojo_33",0
"824",8.8,14.8,6.6,7,746,"dojo_33",3
"825",4.8,10.9,14.3,7,1491,"dojo_33",1
"826",3.9,11.6,8.2,7,1187,"dojo_33",1
"827",4.9,13.4,9.1,7,933,"dojo_33",1
"828",2.8,11.1,10.6,7,1281,"dojo_33",0
"829",4.4,14.4,8.9,7,1407,"dojo_33",1
"830",8.3,17.7,12.6,7,1082,"dojo_33",2
"831",1.6,4.9,12.3,7,1174,"dojo_33",0
"832",5.1,15.8,10.4,7,1341,"dojo_33",1
"833",2.6,11.9,11.8,7,1085,"dojo_33",0
"834",3.5,10.3,10.4,7,1397,"dojo_33",3
"835",6.6,15.9,16.2,7,1424,"dojo_33",1
"836",5.6,16.1,19.6,7,1559,"dojo_33",1
"837",5.8,15.2,10.6,7,1207,"dojo_33",1
"838",6.4,10.5,11,7,661,"dojo_33",2
"839",4.8,11.7,14.6,7,1358,"dojo_33",1
"840",3.2,14.1,13.5,7,1519,"dojo_33",1
"841",2.3,10.1,6.9,7,1377,"dojo_33",0
"842",2.7,13.4,11.5,7,1315,"dojo_33",1
"843",10.4,14.2,17.6,7,778,"dojo_33",2
"844",5.3,10.9,13.8,4,1222,"dojo_34",1
"845",4.4,10.8,8.6,4,1425,"dojo_34",1
"846",3.7,9,4.2,4,1290,"dojo_34",1
"847",4.7,8.9,12.1,4,1138,"dojo_34",1
"848",6.6,11.6,11.1,4,1141,"dojo_34",1
"849",6.4,14.5,10.8,4,960,"dojo_34",1
"850",6,12.3,9.6,4,1256,"dojo_34",1
"851",5.6,14.2,9.7,4,1305,"dojo_34",1
"852",5.1,9,7.7,4,1047,"dojo_34",1
"853",10.8,20.9,14,4,1125,"dojo_34",3
"854",4.5,12.7,8,4,1482,"dojo_34",1
"855",5.1,11.9,6.2,4,1275,"dojo_34",1
"856",8.3,15.9,9.2,4,1049,"dojo_34",2
"857",7.2,13.7,10.4,4,1069,"dojo_34",1
"858",3.6,9.3,6.8,4,1051,"dojo_34",0
"859",5.6,10.6,15.7,4,1548,"dojo_34",1
"860",8.5,14.2,12.8,4,1466,"dojo_34",2
"861",7.6,15.4,11.7,4,1211,"dojo_34",1
"862",3,7.8,10.1,4,1420,"dojo_34",0
"863",6.8,12,11.2,4,1009,"dojo_34",2
"864",6.2,14.4,11.4,4,1190,"dojo_34",1
"865",6.5,11.8,8.7,4,1095,"dojo_34",1
"866",5.9,12.4,10.1,4,1134,"dojo_34",1
"867",6.6,12.2,11.8,4,1460,"dojo_34",1
"868",4.4,11.1,8.1,4,1173,"dojo_34",1
"869",3.1,10.1,9.2,4,1079,"dojo_34",0
"870",9.3,15,10.9,4,1215,"dojo_34",3
"871",9,18.6,14.6,4,1105,"dojo_34",2
"872",10.3,17.7,13.8,4,1098,"dojo_34",2
"873",1.6,6.4,15.6,4,1337,"dojo_34",0
"874",6.5,12.8,11.8,4,984,"dojo_34",1
"875",7.8,15.2,12.8,4,1426,"dojo_34",3
"876",6.6,11.6,13.8,4,1325,"dojo_34",1
"877",4.5,8.1,16.2,4,1068,"dojo_34",0
"878",7.5,11.3,21.3,4,1183,"dojo_34",1
"879",11,15.8,19.8,4,1428,"dojo_34",3
"880",3.6,5.2,10.8,4,1129,"dojo_34",0
"881",7.3,14.1,13.9,4,988,"dojo_34",1
"882",7.6,14.7,13.2,4,1032,"dojo_34",2
"883",4.3,10.8,10.8,4,1417,"dojo_34",2
"884",7.4,13.4,13.9,4,1208,"dojo_34",1
"885",4.3,11.7,8.2,4,1401,"dojo_34",1
"886",5.8,12.2,17.2,4,1256,"dojo_34",1
"887",3.2,9.3,7.3,4,1241,"dojo_34",0
"888",7.7,12.9,15.2,4,1398,"dojo_34",1
"889",5.7,10.4,17.6,4,1150,"dojo_34",2
"890",3.9,9.1,0.8,4,929,"dojo_34",0
"891",10,19.4,10.9,4,1576,"dojo_34",3
"892",7.3,15.7,8.9,4,1103,"dojo_34",1
"893",11.3,18.3,16.4,4,1345,"dojo_34",3
"894",5.3,5.7,12.2,2,1366,"dojo_35",1
"895",6.9,8.6,6.7,2,1062,"dojo_35",2
"896",6.6,10.9,14.3,2,853,"dojo_35",2
"897",5.7,13.8,13.4,2,1390,"dojo_35",1
"898",9,16.6,8.7,2,1285,"dojo_35",2
"899",7.2,14.4,10.4,2,1311,"dojo_35",1
"900",3.8,8.7,16.4,2,1543,"dojo_35",0
"901",4.8,11.1,8.7,2,1241,"dojo_35",1
"902",5.9,15.8,12.2,2,1107,"dojo_35",1
"903",5,9.7,9,2,994,"dojo_35",0
"904",5.7,11.7,14.3,2,1008,"dojo_35",1
"905",6.4,12.2,10.1,2,1128,"dojo_35",1
"906",5.5,13.2,17.8,2,1185,"dojo_35",1
"907",4.6,10.3,17.9,2,1273,"dojo_35",0
"908",6.2,9.8,7.2,2,1484,"dojo_35",1
"909",8.3,15,7.3,2,1421,"dojo_35",3
"910",6.6,18.7,13.6,2,894,"dojo_35",1
"911",4.7,15.8,13.2,2,997,"dojo_35",1
"912",6.7,12.4,10.3,2,1316,"dojo_35",1
"913",4.5,13.9,12.6,2,1100,"dojo_35",1
"914",5.9,9.4,10.3,2,1802,"dojo_35",1
"915",5.2,12.1,15.5,2,1311,"dojo_35",1
"916",4.7,8.5,6.6,2,1076,"dojo_35",1
"917",5,11.4,11.8,2,1103,"dojo_35",2
"918",6.4,10.9,10.6,2,1094,"dojo_35",1
"919",5,10.3,12.3,2,1194,"dojo_35",2
"920",5.7,12.4,9.8,2,1336,"dojo_35",1
"921",5.6,11.4,13.2,2,1192,"dojo_35",1
"922",4.1,10.9,10.9,2,1098,"dojo_35",0
"923",6,12.8,10.4,2,1264,"dojo_35",1
"924",4.9,10,14.7,2,1357,"dojo_35",2
"925",2.6,10.5,18.3,2,914,"dojo_35",0
"926",6.6,14.9,10.2,2,1467,"dojo_35",1
"927",6.7,13,12.8,2,1153,"dojo_35",1
"928",3.6,12.5,15.8,2,956,"dojo_35",0
"929",2.3,10.5,11.4,6,1653,"dojo_36",1
"930",0,5.6,12.1,6,1039,"dojo_36",0
"931",3.6,9.2,12.3,6,1332,"dojo_36",0
"932",1,9.8,13.1,6,1282,"dojo_36",0
"933",0.7,10.3,8.9,6,1092,"dojo_36",0
"934",0,7.8,10.2,6,1250,"dojo_36",0
"935",2.3,9.4,11,6,1021,"dojo_36",1
"936",7.4,16.9,16.4,6,1130,"dojo_36",1
"937",0.7,5,14.2,6,1173,"dojo_36",0
"938",7.3,14,18.2,6,965,"dojo_36",1
"939",7.9,13.9,15.1,6,1130,"dojo_36",1
"940",3.4,10.3,12.7,6,1186,"dojo_36",0
"941",1.4,9.1,11.2,6,1192,"dojo_36",0
"942",7.7,16.6,13.2,6,1130,"dojo_36",2
"943",6.9,13.7,13.8,6,912,"dojo_36",1
"944",2.2,6.3,11.2,6,760,"dojo_36",0
"945",3.8,9.4,13.5,6,1079,"dojo_36",0
"946",2.4,10.3,12.1,6,1167,"dojo_36",0
"947",7.9,16.2,12,6,1082,"dojo_36",2
"948",2.7,11.9,9.1,6,1168,"dojo_36",0
"949",3.9,14.5,8.1,6,1140,"dojo_36",1
"950",5.6,11.4,15,6,1120,"dojo_36",1
"951",3.9,13.7,11.1,6,1247,"dojo_36",1
"952",6.1,13.6,13.5,6,1174,"dojo_36",1
"953",3.7,15.6,7,6,1358,"dojo_36",1
"954",3.2,9.7,12.9,1,1196,"dojo_37",0
"955",4.2,14.3,12.6,1,966,"dojo_37",0
"956",5.6,16.4,10.9,1,1313,"dojo_37",2
"957",5.7,10.7,14.9,1,1353,"dojo_37",2
"958",4.8,14.7,13.1,1,1238,"dojo_37",1
"959",4.3,9.7,12.8,1,1259,"dojo_37",0
"960",2.5,13.5,11,1,1137,"dojo_37",1
"961",4.5,15.7,10.2,1,1187,"dojo_37",1
"962",2.6,7.6,13.6,1,1159,"dojo_37",0
"963",2.6,14.9,8,1,1477,"dojo_37",1
"964",4.4,14.6,13.4,1,927,"dojo_37",0
"965",5.7,14.6,13.2,1,1180,"dojo_37",1
"966",3.7,10.1,10,1,1187,"dojo_37",1
"967",3.4,9.4,16.8,1,1021,"dojo_37",0
"968",3.2,16.3,8.2,1,1009,"dojo_37",0
"969",3.9,16.5,17.5,1,1284,"dojo_37",1
"970",2.8,8.4,13.7,1,835,"dojo_37",0
"971",2.7,9.9,11.4,1,926,"dojo_37",0
"972",5.4,14.5,11.3,1,1443,"dojo_37",1
"973",4.1,16,16.5,1,1153,"dojo_37",1
"974",2.3,9.8,12.1,1,980,"dojo_37",0
"975",2.8,12.3,7.2,1,489,"dojo_37",0
"976",1.6,5.7,4.1,1,1057,"dojo_37",0
"977",6.3,17.4,13.7,1,1235,"dojo_37",1
"978",5.7,13.8,12.5,1,1116,"dojo_37",3
"979",4.8,10.7,13.1,1,1361,"dojo_37",1
"980",3.5,14.4,9,1,1228,"dojo_37",1
"981",2.6,14.4,9.1,1,1047,"dojo_37",0
"982",4.1,6.3,13.7,1,964,"dojo_37",0
"983",3.1,11,8.4,1,806,"dojo_37",0
